objid,myRA,SDSS_RA,myDEC,SDSS_DEC,distance,modelMag_g,modelMag_r,modelMag_i,cModelMag_g,cModelMag_r,cModelMag_i,petroMag_g,petroMag_r,petroMag_i,petroRad_g,petroRad_r,petroRad_i
1237662239091650000,218.8471,218.8471007,9.50142,9.50147646,0.003678522,16.94593,16.63482,16.47874,16.82594,16.63482,16.48,16.9338,16.74994,16.6418,21.94072,18.19822,18.42061
1237662239093420000,222.9095,222.9094985,9.061211,9.061225394,0.001198494,16.47341,16.29282,16.22226,16.81925,16.50846,16.29697,16.91077,16.63666,16.46232,6.3096,7.169917,8.023293
1237662245522110000,209.5812,209.5811718,6.256827,6.256815299,0.000754484,17.71864,17.01769,16.70284,17.60447,16.91063,16.55061,17.70928,17.00479,16.66623,6.41393,6.41258,6.309085
1237662246058980000,209.6739,209.6739362,6.695013,6.695007764,0.000326217,16.35251,15.97236,15.80675,16.35886,15.93506,15.73854,16.37089,15.94256,15.74904,5.506178,5.98156,6.293565
1237662246595650000,209.2583,209.2582881,7.113147,7.113130044,0.001257989,17.74914,17.5382,17.47021,17.74527,17.53821,17.4701,17.74725,17.58185,17.50798,6.870288,6.893721,6.730693
1237662246595850000,209.6607,209.6608236,7.21656,7.216515695,0.009231611,14.83033,14.22109,13.89473,14.77615,14.20241,13.91201,14.74305,14.21356,13.91156,26.15415,23.87022,22.4368
1237662247132000000,208.0141,208.0140315,7.62087,7.620866114,0.001322885,16.17121,15.77053,15.55522,16.62088,16.04102,15.68171,16.57058,16.06699,15.80262,12.69053,14.23365,14.6665
1237662262165890000,207.0948,207.0948238,8.21161,8.21160465,0.0006505,17.27895,17.13595,17.35159,17.76396,17.45801,17.59234,17.83306,17.56237,17.65841,6.466372,7.511701,7.815775
1237662262170550000,217.664,217.6639549,7.275095,7.275099494,0.000302883,12.78283,12.34016,12.10827,12.81408,12.36716,12.14668,12.68593,12.27704,12.06913,41.1544,41.14169,40.84878
1237662262703680000,209.1307,209.1307219,8.353305,8.353303365,0.000919701,16.61174,16.15558,15.93559,16.82584,16.28547,16.0491,16.87889,16.38934,16.14738,4.151579,4.713567,4.810557
1237662262704340000,210.6709,210.6708881,8.249791,8.249789864,0.001521817,18.35369,17.70957,17.37588,18.34436,17.70958,17.33866,18.42293,17.76055,17.41803,5.698125,5.645709,5.834824
1237662262704400000,210.7769,210.7767416,8.24183,8.241612359,0.014699265,17.0003,16.68885,16.59604,16.98159,16.68885,16.60675,16.89812,16.67713,16.63611,13.99214,13.59477,13.71398
1237662262714040000,232.8889,232.8888725,6.025342,6.025340791,0.000773809,17.99408,17.70492,17.601,17.90156,17.55087,17.52832,18.0589,17.66123,17.67805,8.251835,9.698149,8.97904
1237662263238130000,203.5289,203.5289242,9.26203,9.262033392,0.000567969,17.42636,16.94479,16.74375,17.47295,16.94479,16.73616,17.47841,16.96926,16.72732,9.346975,10.16472,10.48773
1237662263240030000,208.0591,208.0591443,8.92388,8.923866122,0.000813368,17.84718,17.59612,17.48102,17.85085,17.54055,17.37424,17.87692,17.57369,17.41286,4.3533,4.330254,4.773275
1237662263240940000,210.1294,210.129399,8.64982,8.649820808,0.00026757,16.01971,15.64259,15.52388,15.94776,15.61289,15.54738,16.01094,15.65491,15.58422,19.70721,18.40955,17.44991
1237662263243570000,216.1013,216.1014123,8.27614,8.276221994,0.006186952,15.22958,14.9293,14.72803,15.14294,14.92925,14.73053,15.15958,14.85789,14.65436,29.59155,28.36952,29.38477
1237662263244420000,218.1263,218.1263342,8.13583,8.135855478,0.00158345,17.84162,17.76177,17.90873,17.58829,17.65117,17.89925,17.72353,17.72364,18.00764,8.906672,7.575513,6.765164
1237662263244940000,219.3217,219.3216964,8.03828,8.038296722,0.00156711,17.5323,17.25439,17.1958,17.52053,17.25439,17.18183,17.55807,17.28013,17.21954,7.977194,7.682049,8.216109
1237662263245400000,220.3299,220.3299249,7.792996,7.792991185,0.000287136,16.10353,15.81171,15.71012,16.08983,15.78812,15.67808,16.10279,15.80087,15.68912,10.07229,10.09731,10.1496
1237662263245600000,220.8751,220.8750828,7.7868,7.786792896,0.001486868,17.92392,17.7481,17.71007,17.89804,17.66111,17.64407,17.91966,17.69975,17.68637,3.237006,3.435246,3.430331
1237662263248940000,228.4243,228.4239415,6.934254,6.934391524,0.020430867,21.26627,21.48325,23.33458,21.30718,21.48324,23.0005,21.41203,21.64233,23.21477,1.103247,1.018629,0.8859192
1237662263249010000,228.5323,228.532284,6.917886,6.917877481,0.000542971,18.21104,17.88041,17.72806,18.01838,17.73238,17.58621,18.11271,17.81156,17.66139,6.144559,5.961215,5.761346
1237662263777950000,210.3718,210.3718388,9.15372,9.153717326,0.000217634,16.36631,15.84641,15.59855,16.3616,15.84642,15.59375,16.34017,15.81818,15.57198,6.702182,6.80748,6.79196
1237662263780700000,216.7491,216.7490396,8.683622,8.683632449,0.001857757,14.92207,14.59967,14.43215,15.15214,14.59967,14.93297,14.98659,14.66446,14.46982,34.79383,33.93272,33.27137
1237662263781750000,219.2554,219.2553552,8.3179,8.317906011,0.000380447,16.58478,16.16678,15.96631,16.76437,16.32373,16.08878,16.98287,16.50159,16.298,8.390224,8.912676,8.780061
1237662263787320000,231.8949,231.8949085,6.900513,6.900504356,0.000584633,16.23782,15.83367,15.64103,16.20798,15.83367,15.64838,16.26801,15.92054,15.74467,18.19274,17.12549,17.25282
1237662263790460000,239.0601,239.060135,6.09817,6.098170317,3.12E-05,20.61338,20.26809,20.4003,20.70805,20.26809,20.54154,20.84118,20.41871,20.68028,1.706379,1.768009,1.603397
1237662264309570000,198.3316,198.3318329,10.19392,10.19404209,0.016975197,15.09847,14.80069,14.72908,15.09388,14.80069,14.70384,15.13485,14.79125,14.70313,27.58959,26.88964,26.53214
1237662264311080000,201.7559,201.7559564,10.05639,10.05535479,0.062175153,16.04205,16.25196,15.53383,15.88912,16.25197,15.43684,15.90718,15.52834,15.44822,23.90109,23.96486,24.1663
1237662264314690000,210.1967,210.1966738,9.560349,9.560329843,0.001608315,17.85186,17.43973,17.26503,17.77317,17.42658,17.3049,17.8431,17.43762,17.34309,13.81666,13.13332,12.49146
1237662264314950000,210.8038,210.8038297,9.52293,9.522929621,0.000196325,17.15029,16.70822,16.46792,17.18746,16.6512,16.42781,17.19639,16.69065,16.46845,6.047812,6.45337,6.62606
1237662264315010000,210.8464,210.8464292,9.44809,9.448084745,0.000476726,13.85592,13.24196,12.94534,13.77171,13.24507,12.98072,13.76058,13.24184,13.0222,37.85282,35.78009,33.93357
1237662264316650000,214.7228,214.7229142,9.29131,9.291390399,0.007180375,17.91612,17.39412,17.31129,18.11632,17.39412,17.28385,18.13348,17.40814,17.29468,5.352566,8.131141,8.691948
1237662264318090000,217.9687,217.9686725,8.933,8.933015338,0.000946532,15.4455,14.99684,14.78765,15.28151,14.82097,14.62974,15.33084,14.89486,14.7159,14.78132,14.41221,13.81635
1237662264323800000,231.0477,231.0477415,7.488235,7.488148412,0.005227288,16.99204,16.64791,16.78952,17.02359,16.64791,16.78776,17.05199,16.78793,16.64975,19.84797,27.92001,17.56198
1237662264851100000,209.0976,209.0975637,10.10382,10.10381993,0.000185744,17.08359,16.89029,16.66686,17.02695,16.89031,16.60701,17.06513,16.87025,16.65319,14.96592,15.11952,15.66562
1237662264851100000,209.144,209.1439955,10.19122,10.19119788,0.001347989,15.77744,15.3997,15.19216,15.57693,15.30739,15.07654,15.84523,15.49237,15.47115,23.69598,24.65584,21.77971
1237662264851690000,210.5147,210.5146917,9.92931,9.929319592,0.001753487,13.85596,13.48442,13.36014,13.82272,13.44392,13.24744,13.79165,13.41642,13.27269,12.10915,12.33067,13.01295
1237662264851750000,210.6518,210.6518346,9.941289,9.94128933,0.000329551,17.71198,17.40577,17.27357,17.7601,17.40186,17.26221,17.74352,17.39798,17.26588,6.246,6.616811,6.542244
1237662264851820000,210.824,210.8239811,10.06121,10.06121263,0.000549821,16.46497,16.13931,16.02303,16.69181,16.26666,16.12012,16.73102,16.36187,16.22301,3.526839,4.080546,4.38359
1237662264855750000,219.8018,219.8018706,9.13494,9.134955953,0.002361181,16.13032,15.81792,15.63412,16.11727,15.81787,15.62233,16.1178,15.81931,15.65085,13.91171,13.95849,14.45427
1237662264858830000,226.9721,226.9722147,8.4374,8.437442587,0.005255246,16.11229,15.77922,15.64166,16.02672,15.67832,15.57241,15.99238,15.65715,15.55382,8.037795,8.112811,7.950346
1237662264862170000,234.5584,234.5584474,7.461863,7.461854587,0.000629951,16.91947,16.43994,16.18689,16.85185,16.43993,16.2003,16.88167,16.4609,16.23212,12.01056,11.31988,11.07849
1237662264864470000,239.8066,239.8066829,6.78758,6.787488974,0.006975336,17.2745,16.83934,16.66168,17.33065,16.81099,16.67545,17.38164,16.91055,16.76148,14.6929,14.79562,14.23473
1237662264865250000,241.6708,241.6708129,6.58093,6.580890539,0.002794575,15.42249,15.11326,14.89175,15.42345,15.09721,14.8068,15.38483,15.05477,14.80532,10.10653,10.55875,11.55999
1237662266456530000,212.0473,212.0472933,5.81156,5.811552645,0.000589072,14.96437,14.20695,13.80054,14.95304,14.20695,13.763,15.04215,14.24237,13.81195,11.57754,11.94113,12.89425
1237662266460530000,221.1223,221.1222089,5.17625,5.176242255,0.007235978,16.98176,16.60027,16.42266,16.91384,16.60025,16.38915,16.97043,16.48986,16.43066,19.08742,19.42681,18.5986
1237662266461250000,222.729,222.7289814,4.948915,4.948901958,0.000942732,15.42445,14.87272,14.57911,15.41732,14.87273,14.57706,15.37568,14.84491,14.54829,10.50666,10.58538,10.7324
1237662266995110000,215.9319,215.9319448,5.87686,5.876834857,0.001518159,17.06977,16.69932,16.74787,17.1348,16.69933,16.83326,17.18022,16.74854,16.87232,10.04175,11.30334,9.893662
1237662266996940000,220.1148,220.1147727,5.53191,5.531899312,0.000678612,17.83078,17.82365,18.3599,18.01933,17.82364,17.46783,17.81837,17.71428,17.83996,8.423725,9.230314,11.22582
1237662266997730000,221.9843,221.9843346,5.40597,5.405958481,0.000766417,17.28786,16.92871,16.77863,17.24067,16.91676,16.77708,17.26662,16.94903,16.77094,10.43797,10.02779,9.812269
1237662266997860000,222.1434,222.143441,5.43125,5.431196913,0.003490496,17.92619,17.73192,18.10564,18.13993,17.99846,18.36901,18.3386,18.13796,18.52417,8.635308,8.058002,4.951857
1237662267532830000,217.934,217.9340259,6.15814,6.158143503,0.000647481,15.47309,15.07964,14.89549,15.49556,15.07421,14.90867,15.45065,15.05051,14.99698,25.59512,26.18573,23.32107
1237662267532900000,217.9891,217.9890615,6.25042,6.250385454,0.00488885,14.33176,13.72401,13.48682,14.25224,13.67059,13.4589,14.12105,13.58136,13.41165,146.0184,24.21609,24.43143
1237662267532900000,218.0342,218.0341156,6.18975,6.18967609,0.005861863,16.2947,15.52673,15.4818,15.91285,15.48673,15.49323,15.76774,15.5223,15.53819,16.22863,16.11372,15.25394
1237662267533950000,220.429,220.4289697,5.95276,5.952748359,0.000712613,14.66391,14.23786,13.99535,14.6878,14.29371,14.0489,14.58889,14.22515,14.03481,30.10012,28.12865,25.70936
1237662267533950000,220.4665,220.4665421,5.92244,5.922444884,0.000399852,17.17882,16.87453,16.74375,17.48926,17.03632,16.86322,17.56487,17.17758,17.01077,4.82603,5.64704,5.573829
1237662267541020000,236.6024,236.6023992,4.489054,4.489051637,0.000197384,18.08685,17.51722,17.36933,18.49578,17.78093,17.59327,18.6535,17.99996,17.72532,6.546408,7.118325,8.025393
1237662268069380000,217.2022,217.2021617,6.71542,6.715428357,0.002895581,17.88272,17.72379,17.65297,17.91167,17.71033,17.60908,18.03796,17.78011,17.79178,8.726283,9.056789,8.727717
1237662268073240000,225.9763,225.9763345,5.977042,5.977036738,0.000303089,16.94099,16.48404,16.23624,16.9226,16.48404,16.24302,16.97651,16.54074,16.3276,14.54798,13.24738,13.19864
1237662268606440000,217.7028,217.7027903,7.15719,7.157179698,0.000611727,17.82181,17.50497,17.40409,17.87201,17.50497,17.38531,17.88303,17.51144,17.41175,7.678095,8.332161,8.421021
1237662268609920000,225.5701,225.5700744,6.34487,6.34486795,0.000563088,16.29042,15.94029,15.78804,16.27652,15.94029,15.78738,16.2953,15.96944,15.82452,9.994676,9.925273,9.953665
1237662269150520000,234.2649,234.2649182,6.040174,6.040184881,0.000714826,17.84444,17.3695,17.17692,17.70508,17.26336,17.14266,17.7698,17.31947,17.15771,4.834566,4.958811,4.890085
1237662528454390000,211.426,211.4259913,12.24193,12.24193815,0.000428624,15.77644,15.28652,15.02332,15.8441,15.35264,15.08514,15.90725,15.42757,15.17909,11.42975,8.741685,8.728796
1237662528987660000,202.9872,202.9872258,13.51711,13.51711033,0.001039356,17.98019,17.88713,17.90368,17.94166,17.74913,17.74202,17.95366,17.82167,17.7954,2.874828,3.152332,3.220662
1237662528989290000,206.8167,206.8166347,13.17717,13.17716941,0.00181107,17.93972,17.63493,17.61575,18.06382,17.63494,17.69118,18.29298,17.78989,18.10454,10.58436,12.09342,10.2809
1237662528991190000,211.2281,211.2280826,12.70469,12.70468738,0.000575735,14.91843,14.68393,14.64107,14.97748,14.68394,14.55224,15.01299,14.7671,14.66755,4.933156,6.67141,7.41655
1237662528991190000,211.2238,211.2238297,12.72169,12.72169074,9.12E-05,14.70965,14.34761,14.27017,14.78546,14.45612,14.45615,14.8651,14.54708,14.66788,35.53323,34.35815,28.41642
1237662529527150000,209.2305,209.230538,13.40895,13.40894701,0.000442473,17.97948,17.59119,17.43011,18.14387,17.65178,17.45413,18.17716,17.73235,17.55241,2.914384,3.051843,3.062369
1237662529528000000,211.1563,211.156391,13.21428,13.21427434,0.003794287,18.23303,17.68363,17.49752,18.23742,17.68361,17.50131,18.22834,17.72935,17.45747,9.615499,9.499711,9.925185
1237662529528070000,211.2508,211.2507869,13.13189,13.13189333,0.000422345,13.86731,13.06276,12.67982,13.84709,13.06277,12.69331,13.90903,13.12357,12.73681,21.84505,21.91289,21.95518
1237662529528460000,212.1991,212.1990665,13.01872,13.01872985,0.001066709,17.54069,17.20737,17.08923,17.92283,17.44625,17.30494,17.98158,17.56171,17.40088,5.081533,5.990298,6.244932
1237662529533180000,223.1813,223.1813126,11.67222,11.67221896,0.000450594,16.82635,16.48906,16.37747,16.76721,16.48906,16.35884,16.88148,16.60222,16.49898,17.26343,16.15186,15.86085
1237662530060090000,200.0288,200.0288543,14.54326,14.54325773,0.001774186,15.28636,14.5974,14.26103,15.33891,14.65113,14.29983,15.46687,14.77557,14.43033,7.919094,7.944806,7.963226
1237662530065460000,212.6723,212.6722758,13.558,13.55799668,0.000673543,14.89929,14.04557,13.64141,14.78412,14.08853,13.72477,14.97054,14.22973,13.85421,15.51919,14.37056,14.2868
1237662530065720000,213.1322,213.132154,13.30474,13.30473726,0.000173719,14.17026,13.45907,13.11604,14.24706,13.52806,13.16966,14.24007,13.4933,13.1609,17.70173,18.24318,18.29472
1237662530065920000,213.6705,213.6705077,13.37817,13.37817096,0.000540889,15.39723,14.96985,14.77927,15.30994,14.90152,14.69655,15.35408,14.95538,14.77448,5.644348,5.2071,5.041667
1237662530067950000,218.3898,218.3897569,12.78369,12.78369222,0.000142026,17.79046,17.38815,17.1591,17.7615,17.32836,17.0518,17.75403,17.33748,17.06544,7.186967,7.05728,7.302327
1237662530599250000,205.5075,205.5075131,14.70937,14.70937936,0.000672309,17.46037,17.27441,17.19393,17.4816,17.27225,17.14197,17.49331,17.29498,17.19756,6.384117,6.495677,6.774103
1237662530601090000,209.6809,209.6808996,14.26133,14.26137673,0.00355738,16.92747,16.59844,16.44518,16.8919,16.59844,16.40452,16.86935,16.58207,16.4167,10.0148,9.876299,10.4189
1237662530603180000,214.6809,214.6808527,13.58592,13.58591694,0.000603314,17.94972,17.69583,17.61132,17.93752,17.64701,17.61171,17.94784,17.68135,17.59786,7.212206,7.296218,7.027322
1237662530603180000,214.6567,214.6568203,13.70965,13.70965283,0.004784624,18.07791,17.66182,17.481,18.08406,17.639,17.42681,18.10863,17.64363,17.4164,8.548343,8.640678,9.317286
1237662530604170000,216.9336,216.9336409,13.44185,13.44183577,0.000612564,17.00192,16.81375,16.76342,17.2745,16.94635,16.86258,17.27643,17.02445,16.95173,3.088197,3.787406,4.212262
1237662530604950000,218.7838,218.7837445,13.14914,13.14910746,0.002027743,17.91499,17.4497,17.32955,18.03609,17.4497,17.37851,18.23664,17.51834,17.45669,9.054081,11.44913,11.48582
1237662530605020000,218.9163,218.9167298,13.16994,13.1700585,0.026643715,14.81703,14.24289,14.46602,14.96246,14.24608,14.67924,15.0434,14.02596,14.86497,28.24622,41.67231,23.37824
1237662531138350000,210.6425,210.6425278,14.55254,14.55254807,0.000560434,14.11026,13.32666,12.90568,14.12211,13.36031,12.93657,14.17359,13.38376,12.97449,11.50828,10.73375,10.60556
1237662531138350000,210.6476,210.6475797,14.53505,14.53505065,0.000310975,15.31947,14.80083,14.55382,15.24794,14.7685,14.54349,15.3098,14.84774,14.62323,17.50981,17.50865,16.22146
1237662531139010000,212.2596,212.2596441,14.31701,14.31699569,0.000569053,14.40612,13.72853,13.3652,14.38403,13.72853,13.36508,14.31811,13.70095,13.36903,24.10577,23.62194,23.8009
1237662531139660000,213.7168,213.7168223,14.12587,14.12586843,0.000309038,13.91082,13.22028,12.84116,13.83712,13.32292,12.98678,13.96519,13.3995,13.06545,29.02205,24.65239,23.62506
1237662531140640000,216.0966,216.0965616,13.79844,13.79843873,0.00068533,15.81337,15.33503,15.12887,15.91164,15.34114,15.07474,15.98961,15.4694,15.22161,4.476849,5.502427,5.947525
1237662531140710000,216.1365,216.1364949,13.79908,13.79907217,0.000549186,17.57143,17.30351,17.18824,17.56246,17.29255,17.21875,17.58806,17.30716,17.22268,6.113318,5.977105,5.85123
1237662534359510000,235.8168,235.816762,9.72396,9.723966176,0.00072226,15.47074,14.50517,13.98051,15.43027,14.48105,13.97468,15.41042,14.46946,13.95676,15.25938,15.0311,14.92818
1237662534359510000,235.823,235.8229573,9.698853,9.698857834,0.000684283,16.62987,16.16256,15.89558,16.87498,16.3537,16.07105,16.97565,16.46434,16.19844,6.646341,7.044269,6.826116
1237662534361540000,240.3333,240.3332486,8.83594,8.835939693,0.000202094,16.74564,15.92472,15.51643,16.73619,15.92472,15.51481,16.78019,15.93012,15.5142,2.908376,2.921118,2.924033
1237662534361940000,241.2076,241.2075935,8.48109,8.481093862,0.000291972,15.09219,14.25701,13.73621,15.04905,14.25701,13.74768,15.12348,14.3155,13.7956,15.79191,14.86211,15.24658
1237662534362070000,241.5091,241.5089304,8.50676,8.506640937,0.012795512,21.03063,20.99462,21.48392,21.10435,20.99462,21.48243,21.27298,21.15901,21.63829,1.384111,1.335216,1.317077
1237662635826150000,211.38,211.3800272,12.44653,12.44651944,0.00081243,15.56265,14.87945,14.53234,15.49644,14.82343,14.44822,15.54387,14.86662,14.5255,11.47199,11.07951,31.47999
1237662635826340000,211.7841,211.7842439,12.58809,12.58823009,0.010073255,14.20205,13.37808,12.97055,14.17484,13.37808,12.97843,14.37351,13.55509,13.14931,6.657552,6.212989,5.953505
1237662635826470000,212.0726,212.0725699,12.46811,12.46811442,0.000984624,16.94802,16.7194,16.62278,16.99284,16.7069,16.58325,16.95797,16.67886,16.54692,4.996609,5.543852,6.124938
1237662635829490000,219.1706,219.1706402,11.57688,11.57693067,0.004086869,16.06757,15.70332,15.65634,15.97787,15.70332,15.70535,16.27036,15.8174,15.97176,24.40115,24.27325,20.73908
1237662636363020000,211.3751,211.3751176,13.04439,13.04441521,0.001551081,17.28346,16.69335,16.439,17.26121,16.69335,16.44278,17.23474,16.71257,16.46349,11.76678,13.10996,12.91533
1237662636364260000,214.3282,214.3281861,12.58553,12.58552725,0.000124543,16.09084,15.65461,15.44946,16.06059,15.51165,15.31609,16.06416,15.56491,15.38047,10.7401,11.8113,11.92527
1237662636364720000,215.3278,215.3278234,12.50596,12.50595556,0.000362459,16.18161,15.67129,15.39336,16.25964,15.67129,15.38735,16.22692,15.6945,15.42436,3.384332,5.270263,5.809283
