objid,myRA,SDSS_RA,myDEC,SDSS_DEC,distance,modelMag_g,modelMag_r,modelMag_i,cModelMag_g,cModelMag_r,cModelMag_i,petroMag_g,petroMag_r,petroMag_i,petroRad_g,petroRad_r,petroRad_i
1237667730733660000,127.7144,127.7143892,12.50106,12.50105864,0.000762133,17.89005,17.51648,17.34394,17.78063,17.43539,17.26423,17.85865,17.50331,17.34221,6.258446,5.969934,6.071772
1237667730730580000,120.9329,120.9329648,10.14925,10.14947309,0.013314109,17.607,17.39449,17.20414,17.60427,17.39445,17.12827,17.6155,17.452,17.09455,7.509336,6.988322,8.175029
1237667730730510000,120.8564,120.8563263,10.05053,10.05049781,0.0031947,14.32366,13.38244,12.90307,14.26414,13.40543,13.00668,14.32231,13.40084,12.93942,29.64407,27.75083,27.43766
1237667730198100000,130.8167,130.817416,13.08586,13.08577138,0.044176996,23.53676,21.4994,20.58394,23.56056,21.49941,20.43105,23.83455,21.69838,20.59746,2.970139,1.15803,1.324727
1237667730196260000,126.6268,126.6268345,11.78608,11.78607354,0.000615676,16.83409,16.43461,16.21885,16.9177,16.43461,16.11085,17.0245,16.49527,16.15791,15.71943,16.91881,17.94575
1237667730193640000,120.9453,120.9452684,9.711756,9.711752987,0.000193833,18.21386,17.54836,17.20134,18.08734,17.45146,17.12657,18.18505,17.54268,17.2157,6.376417,6.069122,6.175902
1237668288539720000,138.9131,138.9130797,13.5825,13.58248823,0.000818913,17.79863,17.5052,17.31787,17.7268,17.50519,17.31369,17.81217,17.57788,17.35222,8.097869,7.637545,7.688838
1237668288540040000,139.6693,139.6692698,13.82949,13.82948979,0.00023397,14.31785,13.54052,13.17264,14.33413,13.54048,13.13559,14.38717,13.58569,13.18078,18.19348,18.42403,19.56601
1237667730193440000,120.4487,120.4487393,9.605455,9.605456132,8.22E-05,18.40036,17.77194,17.51367,18.40478,17.73129,17.52958,18.39994,17.75547,17.58575,7.308476,7.338346,6.692718
1237667730193440000,120.5335,120.5335342,9.649308,9.649290464,0.001078977,17.71145,17.34949,17.18616,17.69802,17.34949,17.18452,17.72354,17.3709,17.21522,7.108511,6.893464,7.270197
1237667537993850000,119.6148,119.6147585,11.02742,11.02741986,0.000292635,17.38729,17.07327,16.92434,17.31834,17.02855,16.89888,17.35009,17.07171,16.89214,8.049924,7.534655,8.005448
1237668289075800000,137.0103,137.0102769,13.6471,13.64709583,0.002219266,16.625,16.1647,15.98248,16.63531,16.1647,15.99977,16.66264,16.19305,16.05722,11.92678,12.29036,11.6878
1237667537993850000,119.5518,119.5518256,11.0206,11.02060146,8.56E-05,16.47481,15.99499,15.77443,16.4815,16.23382,16.14265,16.48507,16.14248,16.0983,27.99658,17.61872,10.36149
1237667536920440000,120.5503,120.5502837,10.54281,10.54279903,0.001242375,15.98614,15.24558,14.90506,16.06326,15.27716,14.99356,16.19725,15.43073,15.15648,9.904211,10.46855,9.596354
1237668289080000000,146.6293,146.6292576,15.88632,15.88631804,0.000125951,15.41095,14.79812,14.53022,15.38249,14.79811,14.55142,15.41805,14.8268,14.56466,17.06019,17.14732,16.46281
1237667485916200000,131.3559,131.3558241,15.32946,15.32948348,0.002865059,18.4704,18.13145,17.96355,18.47955,18.00766,17.92898,18.45595,18.03322,17.91677,7.748421,9.015567,8.932995
1237668310015470000,232.2366,232.2365374,13.21339,13.21335368,0.002958257,16.73116,16.30468,16.07339,16.61427,16.30468,16.06309,16.70368,16.34286,16.16486,16.07138,15.52892,14.93692
1237668310015600000,232.5035,232.5035015,12.98932,12.9892946,0.00222653,13.04776,12.28533,11.95118,13.00733,12.41592,11.9572,12.88734,12.22332,11.91288,32.35694,32.63535,33.29415
1237668310016260000,233.9153,233.9152871,12.6064,12.60639521,0.000714972,14.92971,14.31076,13.98296,14.88376,14.31526,14.01011,14.88323,14.31883,14.03928,32.87843,31.19724,30.54871
1237668310020520000,243.5451,243.5450895,9.903453,9.903460304,0.00101661,17.14647,16.79246,16.62428,17.18723,16.79246,16.58127,17.23136,16.79552,16.58195,9.015199,9.416214,10.09946
1237668310553060000,233.9242,233.923949,13.21771,13.21770837,0.012549062,17.2756,16.84724,16.65872,17.19631,16.84724,16.71758,17.32054,16.86116,16.88951,18.46787,16.94112,15.68189
1237667429548290000,121.6433,121.6432039,12.66697,12.6670707,0.007098514,17.25344,16.93179,16.71039,17.18409,16.89198,16.70095,17.182,16.8738,16.63349,11.30487,10.88018,10.57987
1237667429547700000,120.3934,120.3933664,12.0843,12.08430001,0.000418927,16.34709,15.96403,15.82534,16.57844,16.13311,15.92059,16.59057,16.18651,15.99527,5.415012,6.039719,6.54229
1237667429010830000,120.5829,120.5828658,11.62794,11.62792145,0.002780309,17.2965,16.90888,16.73986,17.28328,16.89661,16.77985,17.26733,16.83364,16.86864,12.33317,11.92201,11.75278
1237667429010570000,120.0874,120.0875117,11.31945,11.31949065,0.006456293,14.67775,13.86524,13.44472,14.7198,13.89106,13.45061,14.79824,13.9561,13.53484,12.58126,13.04798,13.17347
1237667292644040000,120.5471,120.5470873,12.24354,12.24353303,0.000414479,17.95595,17.45581,17.19212,18.18272,17.62373,17.37091,18.24859,17.72062,17.47785,4.424489,4.439316,4.330791
1237668310556670000,241.9932,241.9931576,10.77959,10.77958565,0.000422549,14.46511,13.7768,13.44723,14.27993,13.64006,13.30179,14.3701,13.73877,13.43078,18.82393,18.15185,17.5982
1237667292643850000,120.1254,120.1252334,12.06351,12.06340233,0.011555013,19.46518,19.83903,20.53091,18.39458,19.83903,20.91434,18.94737,19.74016,27.38584,18.02241,18.02374,2.970602
1237668310557320000,243.6045,243.6045347,10.51501,10.51500717,0.000250931,15.25763,14.60273,14.25948,15.24823,14.59433,14.25886,15.21514,14.55901,14.23722,13.36352,13.10762,12.99113
1237667292107110000,120.4812,120.481196,11.72034,11.72035309,0.000811627,14.72271,13.87011,13.42326,14.6918,13.88313,13.36106,14.78331,13.94197,13.4975,13.7381,13.49676,13.93247
1237668311091440000,237.5116,237.5115564,12.49175,12.49174734,0.000572109,16.9167,16.43894,16.15874,16.81913,16.26215,15.99887,16.92458,16.46368,16.25449,12.91013,13.08908,12.0755
1237667255600020000,120.7596,120.7596514,15.31803,15.31803978,0.001450003,17.96162,17.28988,16.92579,17.93094,17.28809,16.95564,17.96518,17.3073,17.02139,8.478638,8.154463,7.732209
1237668311092360000,239.5629,239.562866,12.11578,12.11577508,6.02E-05,18.40342,18.00663,17.84042,18.3285,17.82491,17.65861,18.36098,17.88342,17.72415,3.546435,3.992937,3.837597
1237668311094190000,243.6722,243.6721912,10.85526,10.85526367,0.000376021,17.65133,17.2483,17.01474,17.5727,17.1241,16.85037,17.52596,17.08991,16.82767,7.988337,8.355318,8.5718
1237667254526080000,120.7278,120.7279131,14.42528,14.42525081,0.005186321,20.61036,20.08586,19.61158,20.61929,20.08586,19.4542,20.69707,20.14458,19.57671,2.106239,2.198331,2.336829
1237668311627130000,234.8398,234.8396197,13.69219,13.6923255,0.012316168,17.08449,16.77722,16.55897,17.00248,16.77723,16.54809,17.08764,16.89377,16.64804,10.79822,10.07163,10.25578
1237667253451880000,120.056,120.0559936,13.15508,13.15507776,0.000376751,17.09165,16.69027,16.50055,16.91021,16.48169,16.26629,16.98719,16.57838,16.31485,11.15628,11.15047,11.78199
1237667253451810000,120.0262,120.0262333,13.15212,13.15209972,0.001357511,14.81415,14.26689,14.00395,14.76767,14.26689,14.03808,14.85762,14.34837,14.15161,25.95497,25.50753,24.68154
1237668314310570000,210.9525,210.9524818,15.4023,15.40230804,0.001960733,15.0153,14.39229,14.05814,14.89786,14.36175,14.02383,14.92913,14.40911,14.08279,24.19342,22.17955,22.04484
1237667212113080000,119.8417,119.841688,14.16106,14.16105472,0.000253461,20.70824,19.44855,18.65969,20.47401,19.44855,18.72732,20.62168,19.51032,18.76266,1.58179,1.429544,1.362353
1237668314846720000,209.319,209.3202533,15.8821,15.88145299,0.082800977,16.72276,16.36514,16.16053,16.75993,16.36514,16.12296,16.74501,16.35385,16.14604,9.484542,9.854792,10.36689
1237668314847570000,211.3515,211.3514772,15.57861,15.57854954,0.004503702,21.40098,21.45719,22.02203,21.36356,21.45719,21.83303,21.48013,21.58626,21.99093,1.529592,1.398342,1.455522
1237668330950880000,212.2472,212.2472051,14.7582,14.75818678,0.000621051,15.04835,14.27539,13.9057,15.03701,14.28122,13.9169,15.12682,14.34663,13.97108,11.29995,10.84568,10.92711
1237668330951140000,212.9273,212.9273209,14.67154,14.67153581,0.001025711,17.77687,17.51837,17.39979,17.80188,17.51837,17.41534,17.86083,17.55581,17.45835,5.710902,6.092592,5.707079
1237668330952390000,215.8708,215.8707189,14.28318,14.28369893,0.031726113,14.24335,13.91399,13.83834,14.42293,14.0696,13.91695,14.44326,14.09508,13.98077,14.30954,15.15312,16.19751
1237668330953040000,217.2948,217.2947889,13.98096,13.98094116,0.001098887,16.5669,16.07802,15.79768,16.50733,16.0216,15.71132,16.56599,16.04924,15.76163,16.32117,16.33817,16.36789
1237668330953170000,217.7124,217.7122468,13.96852,13.96861988,0.012375354,14.08342,13.60801,13.39054,14.01775,13.58673,13.25152,13.99047,13.59506,13.35891,21.48945,20.98804,21.60084
1237668330953170000,217.6821,217.6820535,13.9524,13.95239176,0.00185565,17.80501,17.63316,17.62405,17.74337,17.50463,17.41947,17.79557,17.60596,17.55514,6.07088,6.238487,6.524251
1237668330953440000,218.3106,218.3106122,13.84271,13.84270359,0.000534035,15.81413,15.3837,15.16285,15.7952,15.36076,15.19915,15.81422,15.39311,15.22628,21.49127,21.09875,20.32012
1237668330959330000,231.8579,231.8578728,11.28403,11.28426689,0.014554317,16.76967,16.52331,16.45096,16.69027,16.42073,16.31647,16.79444,16.47451,16.44983,16.93887,18.32675,16.05355
1237668330963990000,242.3365,242.3364331,8.76325,8.763224853,0.002059041,14.89684,14.41414,14.19073,14.79559,14.39967,14.2143,14.79996,14.40671,14.26588,29.21318,26.26756,24.91804
1237667211576140000,119.9865,119.9865621,13.84253,13.84253178,0.001189012,18.04638,17.61697,17.3772,17.71405,17.40898,17.1711,17.97449,17.53122,17.36592,14.50871,13.56865,13.33642
1237667211039530000,120.6964,120.6964189,13.75865,13.75864373,0.000571536,16.98595,16.55595,16.41332,17.20678,16.67778,16.48747,17.23958,16.76783,16.5874,4.356913,5.086164,5.251794
1237667211039270000,120.1211,120.1210947,13.30844,13.30847115,0.002855361,20.42859,20.05174,20.06948,20.38407,20.05167,19.97469,20.50586,20.13776,20.03918,1.791181,1.775869,1.897531
1237667209968090000,125.8756,125.8756706,15.15761,15.15760905,0.00129002,18.65909,17.79201,17.38196,18.59511,17.79201,17.41837,18.67141,17.81226,17.47384,4.788353,4.889461,4.507747
1237668332025020000,213.3223,213.3225373,15.49219,15.4921659,0.012233623,17.99657,17.60048,17.56375,17.95464,17.60048,17.61246,18.0071,17.69492,18.42137,10.36572,10.35192,8.899626
1237667142858300000,120.7068,120.7067992,15.80828,15.8082734,0.000737742,13.98748,13.40414,13.10707,13.91171,13.40201,13.1003,13.87211,13.3857,13.11404,32.21429,31.31754,31.5837
1237668332027960000,220.2311,220.2310647,14.33354,14.33353687,0.000192383,15.62896,15.22474,15.06404,15.51239,15.10148,14.93536,15.52571,15.13909,14.99591,12.64588,12.54081,12.2053
1237668332033080000,232.0181,232.0177468,12.00338,12.00357866,0.022990211,15.4182,14.67061,14.33591,15.32043,14.58504,14.21832,15.34702,14.60557,14.25603,8.708558,8.522046,8.733506
1237668332033670000,233.3812,233.3812125,11.74579,11.74579329,0.000771334,17.72742,17.2605,17.0458,17.81699,17.29941,17.00195,17.87698,17.37456,17.12615,2.86387,2.886509,18.20644
1237667142858170000,120.5145,120.5143738,15.7107,15.71076804,0.006005692,18.25838,17.73222,17.46538,18.30121,17.73222,17.45275,18.34935,17.7558,17.50811,6.025733,6.274776,6.256766
1237668332561360000,212.1167,212.1166784,15.92093,15.92094437,0.00071424,14.85924,14.16288,13.77804,14.9385,14.28845,13.88384,15.0125,14.3605,14.01242,12.46217,11.65591,12.17196
1237668332561760000,213.053,213.0529735,15.86889,15.86888218,0.001256578,14.91984,14.34886,14.04631,14.97725,14.44402,14.11204,15.04516,14.49272,14.20776,12.93211,12.30383,12.09495
1237668332561760000,213.0659,213.0658575,15.84191,15.84190665,0.001744157,13.90664,13.19809,12.83863,13.79103,13.21229,12.92052,13.65816,13.08595,12.83584,31.15073,31.24299,30.59718
1237667142858170000,120.3742,120.3741444,15.71439,15.71439504,0.000544432,17.84735,17.14804,16.79591,18.13612,17.44778,17.00268,18.29808,17.57161,17.21115,6.104108,6.264838,16.99575
1237668332570600000,233.4952,233.4952356,12.06405,12.06405525,0.000682794,18.39791,18.01639,17.84111,18.18724,18.01638,17.73115,18.20054,18.06069,17.7366,2.969901,18.01954,12.71615
1237668332570730000,233.8467,233.8467176,12.0476,12.04759421,0.000569355,13.12732,12.38069,11.9654,13.09966,12.40459,11.96607,13.0767,12.36827,11.96338,42.02495,41.18123,42.2019
1237667142858170000,120.405,120.405043,15.70974,15.70964595,0.005634959,12.83978,11.94996,11.49913,12.82419,11.98236,11.57671,12.93673,12.01961,11.59385,32.90749,33.7761,33.80823
1237667142858110000,120.4363,120.4363396,15.58596,15.58595176,0.000709514,18.47557,17.81848,17.47448,18.43533,17.77702,17.4656,18.46392,17.79704,17.47956,5.709309,5.883994,5.679038
1237667142857980000,120.119,120.1189769,15.4531,15.45309497,0.000374685,15.77859,15.48355,15.32766,15.70691,15.3568,15.14519,15.70422,15.3947,15.21554,5.705965,6.117343,6.514922
1237667142857910000,119.9172,119.9171587,15.38682,15.38681339,0.0003948,14.40384,13.42889,12.86611,14.43176,13.42889,12.8315,14.48096,13.51382,12.93412,10.25515,10.52044,11.03395
1237667142857190000,118.3718,118.3716487,14.61253,14.61161941,0.055668159,14.79808,14.27042,13.96616,14.74901,14.23525,13.94178,14.79145,14.27652,14.02698,30.60595,32.30793,30.59032
1237667109571060000,119.3753,119.3752499,15.69957,15.69956364,0.000378886,17.30331,16.94855,16.79311,17.26958,16.86674,16.72813,17.27054,16.9004,16.74745,4.758626,5.019602,4.948556
1237667109034520000,120.3616,120.3575839,15.7499,15.75156008,0.250127304,15.87763,15.98326,14.43078,15.38225,15.87799,13.863,15.38261,15.42832,13.88771,1.13602,2.100912,1.178548
1237667109033860000,118.8435,118.8437785,15.09444,15.09385152,0.038528063,15.67201,15.36273,15.28502,15.55958,15.21904,15.14741,15.58257,15.25491,15.1834,8.81965,9.023687,9.176291
1237667108497850000,120.9196,120.9196266,15.6575,15.65749418,0.00039779,17.6725,17.03878,16.73113,17.63261,16.99839,16.72568,17.62774,17.01312,16.7231,6.672596,6.590023,6.499719
1237667108497780000,120.7328,120.7327998,15.48517,15.48517341,0.000273223,15.26387,14.75306,14.49588,15.33876,14.92808,14.67923,15.52726,15.07125,14.80989,16.23353,14.66949,15.04835
1237667108497710000,120.5756,120.5755551,15.45195,15.45195319,0.000821504,17.59004,16.91336,16.57852,17.98979,17.23174,16.85456,18.1097,17.39537,17.05697,7.802224,8.303257,8.475241
1237667107961170000,121.5544,121.5544186,15.50394,15.5039342,0.000640493,23.2066,23.15883,22.94879,23.08858,23.15883,22.72944,23.24169,23.39242,22.84487,1.314772,0.9323332,1.264254
1237667107960840000,120.8528,120.8527505,15.13877,15.13877689,0.001090836,22.71886,21.81703,22.66971,22.69015,21.81705,22.57896,22.80816,21.93547,22.79521,1.31494,1.314895,1.184496
1237667107960120000,119.2575,119.257177,14.39083,14.39035636,0.034050473,21.81379,23.16451,23.80048,21.74384,23.16451,23.77322,21.87278,23.33665,23.88011,1.311633,0.9558601,0.7851554
1237667107422730000,118.4349,118.4348962,13.33742,13.33743789,0.001092782,15.26465,14.61678,14.30087,15.1903,14.54743,14.18788,15.18181,14.5461,14.22704,11.54678,11.05685,11.62458
1237665567694710000,246.8842,246.8841691,13.58418,13.58417987,0.000825429,19.25202,19.06474,19.1301,19.25134,18.9619,19.16454,19.61119,19.0829,19.77102,7.929473,8.37811,7.566255
1237668336860790000,241.1675,241.167533,14.62879,14.62877601,0.000780611,17.44666,16.84351,16.57165,17.35235,16.6963,16.50213,17.43689,16.80161,16.63781,7.993719,8.238153,7.640587
1237668336860790000,241.1105,241.1105275,14.72219,14.72217646,0.000667302,17.62661,16.86855,16.50979,17.42077,16.68214,16.36655,17.5179,16.76637,16.44228,5.843214,5.885816,5.667512
1237668336863010000,246.0619,246.0618446,12.85584,12.85583656,0.000862842,16.11855,15.64113,15.39956,16.02656,15.60975,15.3719,16.07389,15.65719,15.43005,16.4043,15.18286,15.13613
1237665567694710000,246.962,246.9617132,13.58663,13.58666649,0.015432031,21.18692,20.62341,20.44807,21.25117,20.62341,20.43867,21.37084,20.74064,20.55249,1.392986,1.400241,1.40058
1237665567155420000,241.3268,241.3270948,15.16644,15.16631821,0.01708949,16.29349,15.50088,15.1108,16.25097,15.50088,15.11397,16.37609,15.60028,15.22225,4.9277,4.484357,4.494923
1237665567154830000,240.0651,240.0649483,15.76922,15.7690991,0.011199266,17.64147,17.21716,16.98985,17.65121,17.21037,16.97719,17.60772,17.20972,17.13092,11.22015,11.41626,11.15154
1237668348135530000,213.8426,213.8427677,14.25036,14.2503525,0.011208125,16.80188,16.46534,16.17466,16.73535,16.46534,16.08743,16.81961,16.39342,16.13367,24.32388,43.77114,25.11168
1237668348136250000,215.5446,215.5446309,13.91806,13.91805081,0.001108296,13.326,12.51416,12.08166,13.27557,12.56887,12.06379,13.41926,12.65167,12.21309,25.60658,23.88227,24.98722
1237668348136650000,216.3916,216.3916064,13.81649,13.816275,0.012997143,16.95479,16.6747,16.53232,16.93346,16.67471,16.50178,17.00735,16.7338,16.55888,13.2163,13.19997,13.20691
1237668348136840000,216.9274,216.927329,13.90689,13.90688908,0.001393616,15.72545,15.24778,15.00223,15.82953,15.31222,15.04318,15.88991,15.37233,15.12244,6.582942,6.732288,6.814765
1237668348136910000,217.0768,217.0767564,13.78023,13.78023283,0.000643521,13.40326,12.89231,12.61958,13.41544,12.96828,12.65773,13.37774,12.85788,12.60023,50.41624,51.92447,51.27936
1237668348136980000,217.2426,217.2426294,13.86188,13.86187948,6.02E-05,13.81048,12.99434,12.59998,13.73644,12.99435,12.614,13.87877,13.10052,12.70263,18.30667,16.52564,16.56041
1237668348136980000,217.1976,217.1975893,13.8212,13.82121135,0.001722275,16.02755,15.58335,15.36453,15.8321,15.44909,15.25763,15.91135,15.51036,15.31103,10.33786,9.380569,9.353322
1237668348137110000,217.4607,217.4606676,13.79966,13.79966932,0.001650323,15.62791,15.20475,15.01039,15.42842,15.05296,14.84229,15.48025,15.10593,14.92137,15.41456,15.20645,15.05015
1237665567154500000,239.3575,239.3575271,15.90851,15.90850832,0.001010792,17.55788,17.25856,17.1081,17.55042,17.25856,17.09355,17.57641,17.30737,17.16485,11.44079,11.65533,11.52913
1237668348670500000,209.4206,209.4205752,15.37349,15.37348381,0.000424407,22.58522,22.30661,22.0298,22.58523,22.30661,21.98446,22.97104,22.60109,22.21333,0.8988711,0.865974,0.8741635
1237665567154500000,239.4189,239.4188408,15.87459,15.87456808,0.0013167,15.46937,14.64171,14.23367,15.44027,14.66139,14.26522,15.61663,14.81031,14.41422,6.722075,6.312466,6.011831
1237668348674040000,217.6356,217.6356337,14.02442,14.02439329,0.001624433,14.6147,14.17539,13.92386,14.55785,14.12409,13.84251,14.4848,14.05172,13.84713,20.57087,20.35153,20.41556
1237668348680010000,231.4837,231.4836783,11.41036,11.41036508,0.001488526,18.12094,17.84688,17.75074,18.14442,17.68126,17.53428,18.27527,17.77475,17.62261,6.298577,7.779475,8.436723
1237665567154500000,239.3741,239.3740497,15.87262,15.87262009,0.00024796,14.37386,13.4551,13.03943,14.35919,13.4687,13.00665,14.41685,13.48417,13.0846,11.78273,12.46342,12.30781
1237665566618480000,241.1323,241.1322795,14.81914,14.81913657,0.000854819,14.67215,13.79279,13.32253,14.63045,13.84378,13.42142,14.77789,13.94473,13.51078,14.24653,13.34562,12.93765
1237668349209140000,213.7099,213.709878,15.14689,15.1468845,0.000496446,13.78641,12.9311,12.49459,13.72816,12.99095,12.65683,13.67851,12.96784,12.58454,32.84751,28.62676,26.6111
1237665566081610000,240.9716,240.9716238,14.51055,14.51054276,0.001501378,16.65954,16.17195,15.94586,16.68017,16.17195,15.95441,16.76966,16.17908,16.12539,19.52289,21.37827,19.90712
1237668349219170000,236.8069,236.8069191,10.75198,10.7519669,0.000945289,15.93129,15.40728,15.17275,15.99406,15.4073,15.12288,16.01054,15.47113,15.22095,3.400719,4.945757,5.953207
1237668349745230000,211.8829,211.8829319,15.86749,15.86749798,0.000302043,17.80348,17.32184,17.11096,18.02751,17.46897,17.24187,18.09654,17.55427,17.33495,3.780128,4.393891,4.478067
1237668349745880000,213.473,213.4730122,15.50995,15.50994591,0.000634607,15.39361,14.53669,14.07883,15.04517,14.42602,13.90169,15.09939,14.29768,13.87655,18.09754,16.99416,16.83171
1237668349745950000,213.5558,213.5558034,15.62241,15.62239478,0.001826874,14.26344,13.39947,13.03066,14.25535,13.41672,13.06576,14.31795,13.44705,13.10848,19.43951,20.56279,21.4899
1237668349745950000,213.6139,213.6140898,15.61178,15.61177194,0.009703346,15.26619,14.44849,14.02366,15.19827,14.44956,14.02623,15.20109,14.41602,13.98548,10.70424,10.35168,10.61429
1237668349746020000,213.6716,213.6715304,15.5128,15.51279444,0.002326118,16.87301,16.64839,16.6724,16.78771,16.55605,16.73648,16.75891,16.56127,16.72309,12.66862,12.32461,10.27039
1237665565007410000,239.6276,239.627646,13.99919,13.99919118,0.003921916,14.81633,14.33944,14.11583,14.8113,14.33944,14.11808,14.75578,14.31462,14.1064,8.826631,8.92996,9.04248
1237665548903770000,247.1615,247.1614929,13.39933,13.39932008,0.000478247,17.34147,17.0605,16.92461,17.24102,16.91557,16.75438,17.30607,16.99514,16.84403,4.301331,4.445502,4.58504
1237665547826360000,238.7054,238.7056388,15.93742,15.93731766,0.012926751,19.25984,19.0222,18.73984,19.1312,18.87681,18.87826,19.27444,19.12555,19.3026,2.969599,8.384693,6.429441
1237668349754670000,233.7439,233.7439149,11.75029,11.75027735,0.001036839,13.25502,12.54598,12.17656,13.14351,12.55619,12.19435,13.22691,12.57895,12.22276,26.30683,24.12746,23.9211
1237665530650030000,241.1652,241.1652215,15.06609,15.06610366,0.001246878,16.46037,15.83701,15.49631,16.35278,15.79805,15.46443,16.41119,15.82495,15.50464,11.45051,10.4497,10.34051
1237668349758990000,243.5663,243.5663512,9.53719,9.537183331,0.002201869,14.39263,13.7513,13.45125,14.30315,13.69792,13.38426,14.31592,13.70141,13.40581,14.64866,14.40963,14.48908
1237665530649180000,239.3357,239.3356193,15.79106,15.79105445,0.00430689,16.00548,15.59188,15.36807,16.43435,15.93592,15.70082,16.30053,15.84995,15.61106,15.35403,15.64398,16.58391
1237668350285110000,219.0893,219.0892974,15.25002,15.25001035,0.000884307,17.5574,17.29066,17.21396,17.49473,17.24973,17.25548,17.55882,17.31123,17.2944,9.901469,9.222484,8.811194
1237664291549470000,209.5957,209.5956389,14.45734,14.45739114,0.003629698,14.60617,13.85754,13.48612,14.57823,13.85951,13.47112,14.52662,13.81633,13.45285,14.98531,14.50709,14.43599
1237668350291470000,233.6122,233.6122233,12.271,12.27018274,0.049044808,15.13898,14.57189,14.25258,15.09218,14.56365,14.24164,15.07527,14.54937,14.21499,24.61318,22.64832,23.23818
1237664291544560000,198.1247,198.1247761,15.32104,15.32105989,0.002267416,18.69838,18.48299,18.3468,18.67402,18.48299,18.28732,18.78406,18.51319,18.3496,7.920519,8.07414,8.362478
1237664291534530000,174.3064,174.3063504,15.43253,15.43252793,0.000149372,14.72653,14.13566,13.82251,14.608,14.13611,13.84518,14.64378,14.15905,13.85976,30.50185,29.4704,28.63262
1237664290998970000,177.3793,177.379303,15.26103,15.26105161,0.001561134,17.66092,17.20606,17.04105,17.56336,17.20606,17.05148,17.66044,17.20582,16.98982,11.3424,10.79194,10.17745
1237664290998320000,175.8855,175.8855139,15.04262,15.04262163,0.003575706,18.76372,18.32281,18.33364,18.80664,18.30813,18.32557,19.24672,18.23161,18.23866,8.558589,12.94767,10.60248
1237664290997860000,174.8064,174.8064237,15.03769,15.03771667,0.001601855,17.24609,16.92428,16.77374,17.23747,16.8867,16.75938,17.34142,16.96245,16.84208,9.892649,9.938324,9.537127
1237664289923390000,173.1454,173.1454041,14.18923,14.18922481,0.000358162,15.82106,15.54209,15.36481,15.68138,15.41774,15.22086,15.73442,15.47286,15.29702,11.65659,11.40028,11.44867
1237664289923200000,172.7216,172.7214582,14.1453,14.14529838,0.006674332,22.04152,21.85188,21.96473,22.03322,21.85189,22.01449,22.1591,22.00101,22.19664,1.463664,1.365896,1.341426
1237668350295470000,242.7374,242.7374693,10.01661,10.01662926,0.003620527,16.30037,15.8628,15.68479,16.25791,15.8628,15.73463,16.28209,15.91122,15.80119,14.91987,14.56327,13.81306
1237668350821920000,218.8806,218.8805589,15.53918,15.53918151,0.000287789,18.12567,17.69277,17.47544,18.10346,17.69277,17.54141,18.16852,17.7156,17.57302,8.629882,8.65428,7.700308
1237664289387970000,176.6003,176.5993101,13.82745,13.82705737,0.064556854,21.80763,21.70272,21.75974,21.77706,21.70273,21.71113,21.94685,21.87073,21.8651,1.002072,1.006735,1.088067
1237668365311010000,232.6299,232.6299047,14.71053,14.71051429,0.001083232,15.72614,15.38853,15.24125,15.865,15.46109,15.26105,15.88364,15.52118,15.35531,4.37144,5.020378,5.231704
1237668365311410000,233.5329,233.5326216,14.395,14.39562899,0.04134548,15.03621,14.42773,14.16672,14.98656,14.42707,14.20259,15.21661,14.50976,14.4219,28.77281,29.51946,28.18449
1237664285635640000,134.2727,134.2728312,9.118312,9.118372483,0.009966636,18.68068,18.43159,18.21852,18.62385,18.4316,18.27061,18.72584,18.52172,18.80508,2.970202,12.9317,27.92268
1237668365311860000,234.5454,234.5453526,14.02721,14.0272194,0.00256365,17.96386,17.65368,17.48859,17.96741,17.58775,17.3716,17.98238,17.591,17.39163,4.294556,4.578288,4.768073
1237664285096870000,130.089,130.0888629,7.892605,7.8927721,0.013077319,18.51257,17.41987,18.39963,18.74663,17.4198,18.62046,19.98046,19.12387,19.82675,2.970074,2.969701,43.77198
1237664132630570000,165.3452,165.3451773,14.92544,14.92546244,0.001526721,18.21946,18.05068,18.12498,18.24479,18.05069,18.19296,18.31065,18.09557,18.29137,7.734009,7.928441,6.788899
1237664132630440000,165.0099,165.0098563,14.84158,14.84161632,0.00418694,13.21916,12.51508,12.16703,13.09162,12.43764,12.10447,12.82712,12.15569,11.87252,42.97303,44.3689,44.89414
1237664132095140000,168.8173,168.8173202,14.69861,14.69860743,0.000994872,17.8744,17.69429,17.62302,17.98333,17.69428,17.62947,18.0242,17.66616,17.64899,8.266151,9.792079,9.841319
1237664132095140000,168.7759,168.7758588,14.78702,14.78701402,0.000445179,12.54644,11.86364,11.53702,12.53411,11.85625,11.5792,12.28765,11.64346,11.35777,54.21949,53.74581,52.69207
1237668366385080000,233.635,233.634962,15.19378,15.1937891,0.000562066,12.90789,12.08415,11.71122,12.89271,12.09258,11.70413,12.99371,12.21498,11.85968,16.43569,13.61483,15.93097
1237668366385080000,233.6459,233.6459397,15.20006,15.20010319,0.002841618,13.91023,13.21119,12.93602,13.87549,13.22331,12.93781,13.78063,13.1027,12.86481,21.56425,21.13937,21.0402
1237664132092330000,162.2348,162.234825,14.21983,14.21983392,0.000509792,14.11756,13.68604,13.59871,14.04446,13.65695,13.58439,14.03144,13.65804,13.66498,18.83221,17.81864,17.33913
